ID	Document
D5066	precision classement information pertinent inverse rappel collection resultat texte algorithme
D5067	pertinent classement inverse index collection requete systeme precision document moteur
D5068	pertinent terme document algorithme web utilisateur moteur
D5069	inverse rappel classement algorithme document systeme information pertinent indexation
D5070	collection precision document information systeme texte web moteur
D5071	terme web indexation classement index utilisateur precision
D5072	index systeme pertinent web document texte classement recherche terme
D5073	rappel web systeme classement utilisateur document terme
D5074	classement terme pertinent algorithme inverse index precision systeme document recherche utilisateur texte
D5075	information texte algorithme pertinent moteur collection requete indexation resultat index
D5076	algorithme requete utilisateur document web moteur classement rappel pertinent collection
D5077	document systeme terme texte rappel moteur
D5078	indexation texte moteur pertinent information
D5079	recherche inverse web algorithme indexation pertinent terme classement collection information requete
D5080	indexation moteur document web collection index information pertinent classement recherche
D5081	inverse precision resultat document utilisateur requete moteur terme indexation web texte pertinent
D5082	recherche resultat utilisateur terme algorithme
D5083	classement utilisateur pertinent algorithme web systeme resultat collection indexation information requete rappel
D5084	texte inverse index indexation collection pertinent
D5085	web index information terme resultat collection indexation inverse
D5086	texte information resultat algorithme indexation web rappel classement recherche inverse index
D5087	web information texte collection recherche requete indexation precision document index algorithme
D5088	web precision systeme collection algorithme
D5089	moteur texte requete classement rappel web information terme
D5090	document indexation requete recherche rappel pertinent utilisateur index classement
